pin,slack
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.2.openbank_r1_i/rc_shift_30[4]:A,17326
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.2.openbank_r1_i/rc_shift_30[4]:B,17545
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.2.openbank_r1_i/rc_shift_30[4]:Y,17326
top_sb_0/top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_271:IPA,
top_sb_0/top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_271:IPB,
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/register_ahb_signals.HADDR_d_xhdl13_5_30_339_i_m2:A,371
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/register_ahb_signals.HADDR_d_xhdl13_5_30_339_i_m2:B,17545
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/register_ahb_signals.HADDR_d_xhdl13_5_30_339_i_m2:C,8832
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/register_ahb_signals.HADDR_d_xhdl13_5_30_339_i_m2:Y,371
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/ahb_rd_req_iv:A,1768
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/ahb_rd_req_iv:B,8900
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/ahb_rd_req_iv:C,1630
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/ahb_rd_req_iv:D,237
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/ahb_rd_req_iv:Y,237
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/WDATA_2_iv[57]:A,15571
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/WDATA_2_iv[57]:B,12168
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/WDATA_2_iv[57]:C,10905
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/WDATA_2_iv[57]:D,10715
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/WDATA_2_iv[57]:Y,10715
top_sb_0/MSS_SMC_0/WDATA_mux_8_m2[2]:A,14042
top_sb_0/MSS_SMC_0/WDATA_mux_8_m2[2]:B,12704
top_sb_0/MSS_SMC_0/WDATA_mux_8_m2[2]:C,15205
top_sb_0/MSS_SMC_0/WDATA_mux_8_m2[2]:D,14928
top_sb_0/MSS_SMC_0/WDATA_mux_8_m2[2]:Y,12704
top_sb_0/COREAXI_0/genblk23.slave_stage16/genblk1.AWADDR_S[15]:ALn,16494
top_sb_0/COREAXI_0/genblk23.slave_stage16/genblk1.AWADDR_S[15]:CLK,14263
top_sb_0/COREAXI_0/genblk23.slave_stage16/genblk1.AWADDR_S[15]:D,18655
top_sb_0/COREAXI_0/genblk23.slave_stage16/genblk1.AWADDR_S[15]:Q,14263
top_sb_0/COREAXI_0/genblk23.slave_stage16/genblk1.AWADDR_S[15]:SLn,16844
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/U_WRCH_RAM/mem1_mem1_0_1/CFG_28:C,16657
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/U_WRCH_RAM/mem1_mem1_0_1/CFG_28:IPC,16657
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/un4_timer_cry_2:B,16057
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/un4_timer_cry_2:FCI,16011
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/un4_timer_cry_2:FCO,16011
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/un4_timer_cry_2:S,16258
top_sb_0/COREAXI_0/genblk23.slave_stage16/genblk1.ARADDR_S[20]:ALn,16494
top_sb_0/COREAXI_0/genblk23.slave_stage16/genblk1.ARADDR_S[20]:CLK,14363
top_sb_0/COREAXI_0/genblk23.slave_stage16/genblk1.ARADDR_S[20]:D,18655
top_sb_0/COREAXI_0/genblk23.slave_stage16/genblk1.ARADDR_S[20]:Q,14363
top_sb_0/COREAXI_0/genblk23.slave_stage16/genblk1.ARADDR_S[20]:SLn,16852
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/waddr_gray[20]:ALn,16494
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/waddr_gray[20]:CLK,18655
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/waddr_gray[20]:D,14740
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/waddr_gray[20]:Q,18655
top_sb_0/CoreAHBLite_0/matrix4x16/slavestage_10/slave_arbiter/MASTERADDRINPROG_i_0_0_RNIO46F4[0]:A,5175
top_sb_0/CoreAHBLite_0/matrix4x16/slavestage_10/slave_arbiter/MASTERADDRINPROG_i_0_0_RNIO46F4[0]:B,5012
top_sb_0/CoreAHBLite_0/matrix4x16/slavestage_10/slave_arbiter/MASTERADDRINPROG_i_0_0_RNIO46F4[0]:C,3107
top_sb_0/CoreAHBLite_0/matrix4x16/slavestage_10/slave_arbiter/MASTERADDRINPROG_i_0_0_RNIO46F4[0]:D,-2276
top_sb_0/CoreAHBLite_0/matrix4x16/slavestage_10/slave_arbiter/MASTERADDRINPROG_i_0_0_RNIO46F4[0]:Y,-2276
top_sb_0/MSS_SMC_0/raddr_reg_9_1_iv_0[10]:A,14363
top_sb_0/MSS_SMC_0/raddr_reg_9_1_iv_0[10]:B,14263
top_sb_0/MSS_SMC_0/raddr_reg_9_1_iv_0[10]:C,12746
top_sb_0/MSS_SMC_0/raddr_reg_9_1_iv_0[10]:D,12656
top_sb_0/MSS_SMC_0/raddr_reg_9_1_iv_0[10]:Y,12656
top_sb_0/MSS_SMC_0/OE_xhdl0:ALn,16494
top_sb_0/MSS_SMC_0/OE_xhdl0:CLK,
top_sb_0/MSS_SMC_0/OE_xhdl0:D,18655
top_sb_0/MSS_SMC_0/OE_xhdl0:Q,
top_sb_0/MSS_SMC_0/raddr_reg_9_1_iv_3[12]:A,8787
top_sb_0/MSS_SMC_0/raddr_reg_9_1_iv_3[12]:B,16289
top_sb_0/MSS_SMC_0/raddr_reg_9_1_iv_3[12]:C,8302
top_sb_0/MSS_SMC_0/raddr_reg_9_1_iv_3[12]:D,8489
top_sb_0/MSS_SMC_0/raddr_reg_9_1_iv_3[12]:Y,8302
top_sb_0/MSS_SMC_0/raddr_reg_9_enl_0_cry_1:A,15892
top_sb_0/MSS_SMC_0/raddr_reg_9_enl_0_cry_1:B,15813
top_sb_0/MSS_SMC_0/raddr_reg_9_enl_0_cry_1:C,11729
top_sb_0/MSS_SMC_0/raddr_reg_9_enl_0_cry_1:FCI,11710
top_sb_0/MSS_SMC_0/raddr_reg_9_enl_0_cry_1:FCO,11710
top_sb_0/MSS_SMC_0/raddr_reg_9_enl_0_cry_1:S,12239
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[1]:ALn,16494
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[1]:CLK,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[1]:D,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[1]:Q,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[1]:SLn,16176
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/wsync2_rptr[1]:ALn,16494
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/wsync2_rptr[1]:CLK,16094
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/wsync2_rptr[1]:D,18655
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/wsync2_rptr[1]:Q,16094
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.2.openbank_r1_i/sd_ctl_p.sa_5[0]:A,14257
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.2.openbank_r1_i/sd_ctl_p.sa_5[0]:B,14109
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.2.openbank_r1_i/sd_ctl_p.sa_5[0]:C,16110
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.2.openbank_r1_i/sd_ctl_p.sa_5[0]:D,13998
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.2.openbank_r1_i/sd_ctl_p.sa_5[0]:Y,13998
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wd_channel/genblk5.WDATA_IS[16]:ALn,16494
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wd_channel/genblk5.WDATA_IS[16]:CLK,18655
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wd_channel/genblk5.WDATA_IS[16]:D,18655
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wd_channel/genblk5.WDATA_IS[16]:Q,18655
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wd_channel/genblk5.WDATA_IS[16]:SLn,9115
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/wvalid_set_r1:ALn,16494
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/wvalid_set_r1:CLK,5742
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/wvalid_set_r1:D,18577
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/wvalid_set_r1:Q,5742
top_sb_0/MSS_SMC_0/un2_raddr_incr_cry_15_RNIF2JL:A,12440
top_sb_0/MSS_SMC_0/un2_raddr_incr_cry_15_RNIF2JL:B,13845
top_sb_0/MSS_SMC_0/un2_raddr_incr_cry_15_RNIF2JL:C,12328
top_sb_0/MSS_SMC_0/un2_raddr_incr_cry_15_RNIF2JL:D,12375
top_sb_0/MSS_SMC_0/un2_raddr_incr_cry_15_RNIF2JL:Y,12328
top_sb_0/MSS_SMC_0/raddr_reg_9_0_iv_0[3]:A,13201
top_sb_0/MSS_SMC_0/raddr_reg_9_0_iv_0[3]:B,13101
top_sb_0/MSS_SMC_0/raddr_reg_9_0_iv_0[3]:C,11584
top_sb_0/MSS_SMC_0/raddr_reg_9_0_iv_0[3]:D,11494
top_sb_0/MSS_SMC_0/raddr_reg_9_0_iv_0[3]:Y,11494
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/WLAST_0_a2:A,9105
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/WLAST_0_a2:B,11599
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/WLAST_0_a2:Y,9105
top_sb_0/MSS_SMC_0/RDATA_reg_RNO[20]:A,17169
top_sb_0/MSS_SMC_0/RDATA_reg_RNO[20]:B,17105
top_sb_0/MSS_SMC_0/RDATA_reg_RNO[20]:C,17477
top_sb_0/MSS_SMC_0/RDATA_reg_RNO[20]:D,17374
top_sb_0/MSS_SMC_0/RDATA_reg_RNO[20]:Y,17105
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/rgraynext[28]:A,15670
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/rgraynext[28]:B,15632
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/rgraynext[28]:Y,15632
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r_RNIFC851[8]:A,15135
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r_RNIFC851[8]:B,14371
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r_RNIFC851[8]:C,15259
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r_RNIFC851[8]:Y,14371
top_sb_0/top_sb_MSS_0/MSS_ADLIB_INST_RNO_28:A,13430
top_sb_0/top_sb_MSS_0/MSS_ADLIB_INST_RNO_28:B,17337
top_sb_0/top_sb_MSS_0/MSS_ADLIB_INST_RNO_28:Y,13430
top_sb_0/MSS_SMC_0/raddr_reg_9_enl_RNO[19]:A,14762
top_sb_0/MSS_SMC_0/raddr_reg_9_enl_RNO[19]:B,13375
top_sb_0/MSS_SMC_0/raddr_reg_9_enl_RNO[19]:C,11022
top_sb_0/MSS_SMC_0/raddr_reg_9_enl_RNO[19]:D,9552
top_sb_0/MSS_SMC_0/raddr_reg_9_enl_RNO[19]:Y,9552
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/rc_p.un72_rw_1.bterm_p.op_eq.un28_rw_0_a3_RNISUGJ:A,15078
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/rc_p.un72_rw_1.bterm_p.op_eq.un28_rw_0_a3_RNISUGJ:B,14865
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/rc_p.un72_rw_1.bterm_p.op_eq.un28_rw_0_a3_RNISUGJ:C,13518
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/rc_p.un72_rw_1.bterm_p.op_eq.un28_rw_0_a3_RNISUGJ:Y,13518
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/rgraynext[22]:A,15784
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/rgraynext[22]:B,15746
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/rgraynext[22]:Y,15746
top_sb_0/MSS_SMC_0/RDATA_reg[62]:ALn,16494
top_sb_0/MSS_SMC_0/RDATA_reg[62]:CLK,17485
top_sb_0/MSS_SMC_0/RDATA_reg[62]:D,17105
top_sb_0/MSS_SMC_0/RDATA_reg[62]:EN,18286
top_sb_0/MSS_SMC_0/RDATA_reg[62]:Q,17485
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/act_p.pchaddr_9_m1[1]:A,16475
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/act_p.pchaddr_9_m1[1]:B,16375
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/act_p.pchaddr_9_m1[1]:C,14967
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/act_p.pchaddr_9_m1[1]:Y,14967
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_ra_channel/genblk1.inst_rdmatrix_4Mto1S/ARADDR_IS[22]:ALn,16494
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_ra_channel/genblk1.inst_rdmatrix_4Mto1S/ARADDR_IS[22]:CLK,18655
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_ra_channel/genblk1.inst_rdmatrix_4Mto1S/ARADDR_IS[22]:D,18655
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_ra_channel/genblk1.inst_rdmatrix_4Mto1S/ARADDR_IS[22]:Q,18655
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/rdch_fifo_wr_data[26]:A,17746
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/rdch_fifo_wr_data[26]:B,13509
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/rdch_fifo_wr_data[26]:C,17600
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/rdch_fifo_wr_data[26]:Y,13509
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M[46]:ALn,16494
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M[46]:CLK,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M[46]:D,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M[46]:Q,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M[46]:SLn,16176
top_sb_0/top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_183:IPA,
top_sb_0/top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_183:IPB,
top_sb_0/COREAXI_0/genblk23.slave_stage16/genblk1.WDATA_S[30]:ALn,16494
top_sb_0/COREAXI_0/genblk23.slave_stage16/genblk1.WDATA_S[30]:CLK,15205
top_sb_0/COREAXI_0/genblk23.slave_stage16/genblk1.WDATA_S[30]:D,18655
top_sb_0/COREAXI_0/genblk23.slave_stage16/genblk1.WDATA_S[30]:EN,13991
top_sb_0/COREAXI_0/genblk23.slave_stage16/genblk1.WDATA_S[30]:Q,15205
top_sb_0/COREAXI_0/genblk23.slave_stage16/genblk1.WDATA_S[30]:SLn,9261
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/RDATA_IM[49]:ALn,16494
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/RDATA_IM[49]:CLK,18655
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/RDATA_IM[49]:D,14584
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/RDATA_IM[49]:Q,18655
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/rdch_write_data_r[7]:ALn,16494
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/rdch_write_data_r[7]:CLK,17745
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/rdch_write_data_r[7]:D,18655
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/rdch_write_data_r[7]:EN,16767
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/rdch_write_data_r[7]:Q,17745
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/rc_p.un72_rw_1.act_p.1.un138_rdwr_cmd_2:A,13987
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/rc_p.un72_rw_1.act_p.1.un138_rdwr_cmd_2:B,13856
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/rc_p.un72_rw_1.act_p.1.un138_rdwr_cmd_2:C,13849
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/rc_p.un72_rw_1.act_p.1.un138_rdwr_cmd_2:D,13737
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/rc_p.un72_rw_1.act_p.1.un138_rdwr_cmd_2:Y,13737
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/RDATA_IM[54]:ALn,16494
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/RDATA_IM[54]:CLK,18655
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/RDATA_IM[54]:D,14584
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/RDATA_IM[54]:Q,18655
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rbinaddr[16]:ALn,16494
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rbinaddr[16]:CLK,13246
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rbinaddr[16]:D,10792
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rbinaddr[16]:Q,13246
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rbinaddr[16]:SLn,2649
SA_obuf[4]/U0/U_IOPAD:D,
SA_obuf[4]/U0/U_IOPAD:E,
SA_obuf[4]/U0/U_IOPAD:PAD,
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/WDATA_2_iv[37]:A,15587
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/WDATA_2_iv[37]:B,13278
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/WDATA_2_iv[37]:C,9863
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/WDATA_2_iv[37]:D,10708
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/WDATA_2_iv[37]:Y,9863
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk4.WDATA_M_INPFF1[52]:ALn,16494
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk4.WDATA_M_INPFF1[52]:CLK,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk4.WDATA_M_INPFF1[52]:D,10715
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk4.WDATA_M_INPFF1[52]:EN,16416
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk4.WDATA_M_INPFF1[52]:Q,18655
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/un13_writefull_0_I_93_FCINST1:CO,12135
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/un13_writefull_0_I_93_FCINST1:FCI,12135
top_sb_0/MSS_SMC_0/sdr_dataout_reg[7]:ALn,16494
top_sb_0/MSS_SMC_0/sdr_dataout_reg[7]:CLK,17374
top_sb_0/MSS_SMC_0/sdr_dataout_reg[7]:D,
top_sb_0/MSS_SMC_0/sdr_dataout_reg[7]:Q,17374
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.2.openbank_r1_i/sd_ctl_p.sa_5[2]:A,17372
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.2.openbank_r1_i/sd_ctl_p.sa_5[2]:B,14109
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.2.openbank_r1_i/sd_ctl_p.sa_5[2]:C,17462
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.2.openbank_r1_i/sd_ctl_p.sa_5[2]:D,17304
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.2.openbank_r1_i/sd_ctl_p.sa_5[2]:Y,14109
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/RDATA_IM_RNO[50]:A,17637
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/RDATA_IM_RNO[50]:B,15613
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/RDATA_IM_RNO[50]:C,14584
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/RDATA_IM_RNO[50]:D,14601
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/RDATA_IM_RNO[50]:Y,14584
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/axi_wstrb_ns_i_o4_2[9]:A,15964
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/axi_wstrb_ns_i_o4_2[9]:B,12695
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/axi_wstrb_ns_i_o4_2[9]:C,13487
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/axi_wstrb_ns_i_o4_2[9]:D,13272
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/axi_wstrb_ns_i_o4_2[9]:Y,12695
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[31]:ALn,16494
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[31]:CLK,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[31]:D,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[31]:Q,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[31]:SLn,16176
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/rc_p.un72_rw_1.wshift_13_i_a3[2]:A,16074
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/rc_p.un72_rw_1.wshift_13_i_a3[2]:B,14844
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/rc_p.un72_rw_1.wshift_13_i_a3[2]:C,16044
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/rc_p.un72_rw_1.wshift_13_i_a3[2]:D,15897
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/rc_p.un72_rw_1.wshift_13_i_a3[2]:Y,14844
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/axi_wstrb[24]:ALn,16494
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/axi_wstrb[24]:CLK,15365
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/axi_wstrb[24]:D,11410
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/axi_wstrb[24]:Q,15365
top_sb_0/top_sb_MSS_0/GPIO_GPIO_24_BI_PAD/U_IOPAD:D,
top_sb_0/top_sb_MSS_0/GPIO_GPIO_24_BI_PAD/U_IOPAD:E,
top_sb_0/top_sb_MSS_0/GPIO_GPIO_24_BI_PAD/U_IOPAD:PAD,
top_sb_0/top_sb_MSS_0/GPIO_GPIO_24_BI_PAD/U_IOPAD:Y,
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/raddr_gray[2]:ALn,16494
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/raddr_gray[2]:CLK,18655
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/raddr_gray[2]:D,16126
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/raddr_gray[2]:Q,18655
top_sb_0/CoreAHBLite_0/matrix4x16/slavestage_10/slave_arbiter/arbRegSMCurrentState_ns_i_0_1[1]:A,9751
top_sb_0/CoreAHBLite_0/matrix4x16/slavestage_10/slave_arbiter/arbRegSMCurrentState_ns_i_0_1[1]:B,8235
top_sb_0/CoreAHBLite_0/matrix4x16/slavestage_10/slave_arbiter/arbRegSMCurrentState_ns_i_0_1[1]:C,16084
top_sb_0/CoreAHBLite_0/matrix4x16/slavestage_10/slave_arbiter/arbRegSMCurrentState_ns_i_0_1[1]:D,12847
top_sb_0/CoreAHBLite_0/matrix4x16/slavestage_10/slave_arbiter/arbRegSMCurrentState_ns_i_0_1[1]:Y,8235
top_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/HREADY_M_0_iv_0:A,14825
top_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/HREADY_M_0_iv_0:B,10984
top_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/HREADY_M_0_iv_0:C,7461
top_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/HREADY_M_0_iv_0:D,1238
top_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/HREADY_M_0_iv_0:Y,1238
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wa_channel/genblk1.inst_wrmatrix_4Mto1S/UWA_ARBITER/N_142_i:A,9261
